sign_init,sign_nonce,nonce,sign_update,sign_finalize
66,13,01dbafc10c7ca1890a0fd64fe01267c3984d3ce3a8502e5635126f5240409155,6,1174
66,13,01039ff0628bf04264e1ee0d21da4df41e389dc839f81fb26e81a5de0f909021,6,1128
66,13,07e4d2ecfca5455655f3d727e1120a30e4d08467dd9df766c8331164259313b4,6,1197
66,14,09c547de73f705baa6b4da774f2f0eaab9a0187ed238500454166ee4f447f77a,7,1177
65,12,006c6a9563c2ae4f85acbbd692eb90114347547d485aa574346481f1fe447631,6,1196
66,13,02f1f4bf032f5b13d610b77a35fe5e12c488a1770744d8d52a141efd25fed5d5,6,1173
56,13,0c23165cfb59dfa019dcd28a4ce4db53a184d60092b2c7b38fc189f76fb1f3ed,6,1145
66,13,0603b60511c7578f3dbf70ff764724700efb2650f8fa5e1083c22b5047b2bd36,6,1165
66,13,0ba8738ae52779003712b19c889015f3d9617c4a0409375f6760a44491c1b44f,6,1193
66,13,04f2594a2d23e1c4d4a50c96f86efce39e56cc595e49d01b31818b4da6678aa5,7,1184
66,13,02466103cbbf54455c0dbb761b0f2c1afc9bfd19a5dcbc0cd3bea7ab494a62a3,6,1179
66,13,0ad1749993f0a42123dfee113d38ba402e83cf62239f5e1d1a88fdcf135efb58,7,1190
66,13,0187522caf4fbfb532227413ddee2b52059d4cb44707102d3cd6eec7a13c37bd,6,1126
66,13,0eb5c7646554c391000c20a8374d6383681fcebf70d25c1d648e0df47f6ad6fe,7,1184
66,13,035e0daa4a490766a6361224557e95a6f2afd0fd89767bcaa8f2e3135a229182,6,1155
66,13,0875dfa2595e5662953a5a3e51d8b90f1dea18575a3cfed73555fea005a496fd,6,1193
66,13,0e2d107ff981a3a077e1cdec69a9edc235c2ca7569602dabd4fe0e41030c1e6e,6,1184
66,13,0cd615cb7106fdb8372d2fe7645d9ea2587d1cf1258edbf8c991594d40f0ae43,6,1155
66,13,0c0a01eb92e03147a0a2ede31e4f405a7ea6bd54a28f6ecc31e2d99b5b9dfab0,7,1216
66,13,03c5016a8bc44766c6cafba142cc8f6246975b3c1046ae7655df689a5b599176,6,1157
66,13,036d44a6c2b811c3638abddc9fbaf175a0a6ecc2b6ec86fddea5b6ed72417f24,7,1174
65,13,06bef0932f1646e59239a7a2ea04b9ba5b7fcd4c4a6031ba855b8226034943ae,7,1222
65,13,041ef02c80c5f03394fa3665c3ea831d906aa7f3969ca5be130dbf59591c83a1,6,1234
66,13,07b4ab7f855f8c13f1c0ce27b9e7bf5d966ea6cd8e887a0bec1171c57035ea7d,6,1154
66,13,0bb0bf4980566bd95abc94fb93250b6e906819dfa6a7e7c381bb4ca78c56177e,6,1233
66,13,02113875e922fa564a9325b006302f93b84aa156dc6c3d00540c5860fbbcdc96,6,1183
65,13,0f40ed0d6622872a1dfa602b9a3d79060ade5904d43d1bcc211b98c1bd799492,7,1204
56,13,0f30216a4045e40906a52905909aeb07c91fd4502dad9835f25f9bdf7de0951f,6,1264
66,13,09612cda65f49073d51235a881083ea365094960082694a7158a9d7437f610f4,6,1232
66,13,023e9bc23021effd2b47feebbb44f0c9f60a35e43a050f98f941d7fac7d5e04a,7,1237
66,13,0fefbd03ec39536f7a605fa1a9caa89e4e2c24f806419519f7840d14670ff42d,6,1204
57,13,0c309543b565feb63ad26e8491b020700b83e93cb6fc68cdd75b8375364bada4,6,1153
66,13,0272575ef09c6e65e4852bbd7f793ea0c1b60c2f7ce2a064e25f84c9c1824624,6,1204
66,13,01ce3f7f38b53b1069c2d1f60d9aa4d7ce24f5b7abf59f739ae16f41133c0980,6,1173
65,14,0929680438c9997fa4ddb59a9167ed448e90117ff7eb4ab695905021c0687cba,6,1115
66,13,0f3e8068b594243d75ee330ea059a1dcc0169820ec827b7fa53c7eb439b1ce6f,7,1224
66,12,0111894891cf9c863fea094304749e89d91d93e340dc27f3d41f7f59aadc2b2e,7,1193
65,13,0f0bb710f9bc547a90fa50e95258da112161d04cdc8d94313b959ae7c84ffabb,7,1184
65,12,05ef81ddbd86ffdee8c732a2d1c0e8c67aeaae8957a65e65f01eadcf798a2345,7,1214
65,13,07a8f7703382784d211d69a8c9acb4d6533a4197eb61b33939c54f4c3deffb0e,7,1206
65,13,027d26fadc9de4c7037463213393376874335a00b9c3490264be0a376e24a465,7,1224
66,13,0d08fb04642d57d391799a94fa733dcda100849f50b3c5c2a15ee156fc120c33,7,1233
66,13,0513877f0e8d28cf78ecb18863b064c3ab9da67f8b50611e9e6073db36ced063,7,1243
65,13,07a986dd25ca888ca011c3435e410087c3b7c7b53eeee6bfe8f279fa8d100b03,6,1156
66,13,0f1eacfd4b0b839ed8042fab2bbf78552661ca0f75e4d6e2c7f2742f14c9f8a6,6,1156
65,13,0a309c7c06b7aa699c333b551bce7b8274fe95bbb68b96df8e7666f49e690a3c,6,1223
66,13,00bdcf7449020ebafbea4ca1eac4c3286822d716eff0ceb5653d70de0e5a8952,6,1185
66,12,05aa0d991f30f8a11d22153c06086818d47fd8ca1c0f714d52dcc30041a05cbd,6,1164
66,13,0d4520ef8f735fbb05ee73b9b8ef901c5652d820e6f806726ec241ff61058342,7,1218
66,14,0577441a4d95f7b89ccb026954634c933d6432787ec686b740b2736e985ee014,6,1159
66,13,004ac74ef55a01d32f1c4020442dbc7fe04ba3731d946d5b10cf1dd63763a449,6,1204
66,13,0d7a1a1ce795eb74036bb38eabd2fe54ad5da885eb0da7c24ee93faff5f455f0,7,1177
66,13,05f3e52a425afbc9f9f6d36751ecf647b77511859726803765950f2742f1fdb1,6,1176
66,13,0260ad6972674f015229be1f0090f4057429a34d41f6c286d5d3089007928a99,7,1155
66,13,0f80bf99e48fdc9026bad7407b7d3de6d122a5df8c8005f5946337af26242f59,7,1190
56,13,0d473706f4f5f0bf3b711c2066718d955e59857434e2adaf0ddaf83e1bde04ca,7,1194
66,13,035fbfd421416ea26fb8243d05938ed13dedff28578577de4b246c53b53159ef,7,1155
65,13,025f27ea04f362b54d87fb04f99ca2a04ec177860f9c568f9ec9f388da93786c,7,1154
66,13,0c01b93926f4710ba3cae3b16b8007472bfb1a80aa98aec35975c9c1f5a22695,5,1212
66,14,0bd6823dd32ea7654f86b75ea691bcabf3fb1a24aee9f57db5651d3536075466,7,1164
56,13,00ae77c15cdaae41b07834ec3aaa067e42b5dc3a23e49f6eab4584e8d92701ab,6,1193
66,13,07f493e8213cc5a974c313b0c61d478867180d3f230fbb11d95462aa55c61e16,6,1204
65,13,068c109d126561c583a0fbef945cd08b7a24d2905e55547990dd1d074a9b7367,6,1144
66,13,002d62ee0ffd722c10ac10c22d0f5e36c131801118eb907f9ef7f5f939eb1d36,6,1165
65,13,0be09c57b754b80ad099a803efacfc40fce27d86242114829066cfeb05242291,6,1184
65,12,0a314cbec83e3164540a4f2d3d59d3568151444847ae4632c43c8d0ba83c28db,6,1224
65,13,07c702b6bf00f63d5e78370a94fcd8df09480fe1c5ee05799f8be6f36b7ff3f9,7,1224
66,13,0145f6e881566188f8ff4043c8607eafe3b20abcfea6c73a66efad17f2fb82c2,6,1202
66,13,0c47b6e718b8e83d7436cafa83eaa0c9cf4b713d443075bdfa396350a2dca089,6,1203
66,13,07b3dc6f351f0c1c2e47459f4736032d87478a9946b46fdcba5a6965ed127616,7,1110
66,13,0556f114179e965460a26134d51af6fff95b01b045d0a77f1b7f6bf1d0b06573,6,1203
66,13,09ab955d68d18f42c0c1fc9beb8ff2b2632687dedaa73bb8639a72644e5ad6c8,7,1194
66,13,0a1cd27038938590ff0f7a030678e0521a67db12af68c92405a4ec30b5666fc4,6,1174
65,13,0ddf6359a8d0489e1f514afa35112554955c1736a0f1733a3aa5dba8bd7ff00b,6,1183
66,12,0e5c26c802e8bf9fde2ce823fdb207cd7fe57802012317c6b22dd28c3b8651bf,6,1124
66,13,03ce60bc701d0833b23a637c39d4b875a2fed2af23beeac1ef50337655bff08c,6,1222
65,13,02f000ebac2c8351b13defd05e0d900a272ca21539d37fd206974dd9de81cbf3,6,1164
65,14,05069b1614e9bfb15a64647fc801468465068df45f0ea3d3dfeac9b3ac4da99b,6,1205
66,14,0cf4d30bb9410a25d656ea24570af15a72f50feac97990cf6a3417489a185cb7,7,1224
65,13,05ded72ef7bd41fb6e0d9bb41038d563ea3d4a7af595a03ed102e3fe567b4eb1,6,1153
65,14,0cf74fc623cff60dbc350843fda3e6c9871b4db7ad69918866e5380bfce0b662,6,1189
66,13,0a32b923ab0752671cd2dc22d1ae9776776f5ad1359c2873e3a55409e1038164,6,1174
66,13,0bef54f2e28d1c7461c5ee945c0d1ef808568dee2b75081b6adbb46ea5738578,6,1136
66,13,0ea3faa94525f851171aa469fe1559a46a61c3e2a3ac97a8d56f281695023cac,6,1213
66,13,0eda151e116747a989d1279994e0c173e4c0a57761222c32d754d5d8aea2fe52,7,1224
66,13,0050db3b3f1fc0d05e0c8d2dd803e7be9ad9df724c1aa091582798669f613dba,6,1156
66,13,009fe901d7b718e50cbf86cebdc865240b83169f11a6fb06d7bace64586b4c83,7,1195
65,13,024c26fa191f3de5d83a6ad2bf0ecc119593c5390641c60e9a41dd8c18259511,9,1145
56,13,01b769860cab14fde432718950804ab242a6abf215e39eb93ac1dd7d410b48fe,6,1214
66,14,01566122491b42ba9ebcb2a3de96b6945f7f44160b58f6f757ad783eaf61d42e,6,1135
57,13,060a30b91657bb9c3d3c795d0e190ea7c78a74ca9ca05b4e1ed2ab507a56571f,6,1175
65,13,0089818bee0f276e8059cd5f5cad6a48b6b8e74fc6be8ffd68846cadcc6e8adf,6,1184
65,13,0c3acb5c585bd285071b9fb8a6da8af70a8eb4a5aa69f858b6a7eb398ec65b29,6,1193
66,13,0610ddd56aecb4dfe2ab7ea4b3452acf35f7e263e185c15e3b2e9f9a0d54cdc2,6,1243
66,13,000996843ea348d09a5f5876d07907830272ccfe2c5cbb801d8c3fa690330703,6,1223
66,13,0b5e6eecbadac6d0893353bfa8fd6b28d501532cfdc7629a739309cf542ef317,7,1169
56,14,0287d88255d6ac00486369fdab2065ae483bbb640bbf512e840cb293e663ae69,6,1183
66,13,07f7f0a00cab4b0768f3f224c240a8eaf33ce2b2a63b28b551bbc0dfc9bef05a,6,1213
66,13,01f0f43aa79e348ee3131e0a45683dc7a4f55b256d9f4390985e4e04eca2d9ea,7,1252
66,12,0d8af1d1a7b8aa6faebe41047c5594669bf42597f3992f0367e694627e6043f2,6,1193
66,14,0931702d3e5609b90f095848c7b32aa2a67b87c26d416ba687708331090dab2e,7,1181
66,13,05a3e9a2b621516205b8257eb4be71df9be2abfc030cd8218736bf173cf44d7b,7,1164
66,13,03dfffeb3a3cb496b8de3b3984a4a6f5b2c978c02c8ef215776cba60610cefb2,6,1140
66,13,09fada51c4fec1ac8b3dafee0b8651419ae86524a983e6ba527af78389b33690,6,1213
66,13,05a21a6cf5731a04745bb17725366a5ef76d37c6b910adca887baf2ce043ad91,7,1185
66,13,01236a99c590679276a7ceb3cd2afe05570ed437cb862d2cfc389b9802de6755,6,1215
66,14,0a7124612c77169bdd1d204ea6757b5e56d7d03ed4f2e4ceb754bef8b3e4c381,6,1149
66,13,0f2fb095243d4518b42e7c0dd7ee861f49ccec24141fe4dea16421e172691a7d,6,1225
66,13,030fda7725cd9360e949d019b0456401332f4603b2135e92dffebcda34c29fe5,6,1157
66,12,03615fc5bebd003c421f9bbd95d2c231fe76d4d4fda4c9cfa2eb0d5e5a2eb130,6,1199
66,13,09652c4503ee4c0cffede3f5de82ac418c3c93322845b56f0134c1553d01b9c1,6,1196
65,13,0f38086e4a9bfce880ba63e4497329b75b6a0c2a242c8513dae760e488bb99ef,7,1211
66,14,00c549665b2c00e62dbfcb6fc8325122a1bbdde2fd32ad1be9d372bc9a52d19a,6,1206
66,13,0ed5d4b5e733c4affb6196d744243b18bd8d774a7c9508424da26d777ad2f86a,6,1206
65,13,058d0d48c1afb577544ff22d9d8a7b8004d8da340afe9ee56b5fa18751126091,6,1176
66,13,09e48e6a6355101ea371f6c39485f21ed13b63e7b56ac93594e6b0101743cb8f,6,1126
66,13,0155d502b7323fd9bf1bc6019770ef16b0e428ae4f6cf6269e4be034a0ce1180,6,1204
66,13,0a872971429ab7591c374dc0793834aba64a554419b6cde68cf5f3ad3892d1bb,6,1164
66,14,0ba32339ef93fd64587a12a08e08e8ad0b54d525b8114fafbcbabede2aa05275,6,1176
66,13,0db5ae8070c909e4e124376076a18c8ce1b16bcc0c98b9ef5f71fc9c6b5fe81c,7,1147
66,13,0815229f8b2201c7764a07b7e1b59cf688a6487da72c4246ec0314eb18d48ac2,6,1165
65,13,054f68d25c0f7251c5ebd617acecc5569aa1397a60992910ff8e3d34e7077ba3,7,1195
56,13,0fc1fe5674968771bafe9738baae16211f1c245df8aaa49b568c4fd32b191372,6,1215
66,13,032e2abc0c7fcd96d0a8fd5722fdbcebba285ab58b72e62e4123bc0662251373,7,1165
65,13,0361e076af55bfcf764b8561f504f2ab58ad0fc54dc20ea432e8c2917ddc8058,6,1164
56,13,0d4486d7a0cc204a1a916dd82204b3e9a1990957054fb655957e4016241fb553,6,1161
66,13,0b9f7ebd4239fe6a7a0f290819e63aabe2aac106f2f3143988a750e3148cacd2,6,1145
66,13,082e141557a5bfab73662c1f65af3882ee327fa1ffa3a5c9d4d41b731171f0b1,6,1189
66,13,0803a6c5254f892e05275c17620ec1b32c0f8998b416c63a545284490a3dd46e,6,1185
66,13,0e226ee728de456a441b68a338650896f1d20568d26518c78bd580a4da9380b5,6,1136
65,13,0d52874c436bd20e829162f19b134bdb68c7581ac972be64d75bb159cbcbde35,6,1194
65,13,089802a09f9db40ebb1430ebcf094623d9e1b749d403998cecb536648ca8c4d5,6,1126
66,13,046cb774c44fa862f249cf7104e729ccafd95271866b436c608226de8fa0ee5c,6,1194
66,13,0323be04da6c480260de660ad9f612eb07ce1f72edb2517d4e78fbe550c1f1a8,6,1243
65,14,0af886f261e683091f34c301fc688c1ff493c962c4b2f634fb9e6797b602a690,6,1174
66,13,058f94564c4dfca32c347300d62878350adca95d010e01693357d0f5dd32f58b,6,1217
65,13,05436f7bb404e14536b8017df2e529eeb584267f167419846b1f71d0f5bc840f,6,1164
66,13,0462a376f2960019f1069201fb8d587ac18ba36302f37e018b1c752d041c58c1,6,1157
66,13,0a03e1e051345f13ceffdd4ce8d1ad64b509977900aa015f2f5db101de41cb7e,6,1155
65,13,0327553b76fc53cebbb6ef1784bf0a0ca5b532b92a9e0034cecd5863a2b88fec,6,1240
66,13,0825dd6496a5fa60a20b40a0d031111a835835e27dede73b891b7b45bf3e12da,6,1136
66,12,010e2648ebeef08e40934cfe951595edebc09543aa6911184eeb2ed73b3e04b8,7,1154
66,13,03ea526f7f75c9c6e60d9270ee7b78489f8a84ec249f11a17ce8e601cee45f22,7,1144
66,13,05c82362101bee93e8e5dbc554e64f5a1cd78b684a12407f52fd9aa83d1b02e3,6,1253
66,13,021d9cf525618685e48e61ec7d06e53922da94402512de2878a003adf598f95f,6,1155
65,14,0ea2b0ec2786615d7ff0101271329ae76643d30e905a9cb48a931f8f007c9b60,7,1156
65,12,010ded4c43a78058c3f617c49d23e82681deee1e2972fde530b2bd118a074027,6,1156
66,14,042bd2dffb336c79cfcc8bc2019f5c3531ec7b10124cb55fafca97cd3d3a66ab,7,1204
66,13,0ec3b7de476f4653cb94ba169721b72fcc759514d766bfd526045256f6b73269,7,1165
66,13,00bbb8006bd3611ccee6479043f505fb6c6ec0b95df90943c2d8525bb37b911e,6,1144
65,13,0ab50a4524489cd756af021ed220e523578966dd3857a64186e7d6403dba3767,6,1214
66,12,0816779f354425ebf30e54c91853520538a82a9e5b543776278ab9b3fa1f7a80,7,1126
65,13,0477f000b8e394bf8d80e1f26c516e3c334be1a59b9254bdf4904b1b4804a93d,6,1145
66,13,07d819bf904318796621950019a29988632e49d6c2df502e7db93d57f425fa06,6,1125
66,13,0d8c0de4e0846ed6c33e459cc145cc59621855602456fa519cf1420b473adacb,7,1116
66,13,0d677bf3ca25dcaf77e359c465b3e344fa2ea468f081a36e4c232d3a5a4ae387,6,1200
66,13,0e0fe4bfb14d56b35b1c3e4d82128c913261c14fd660c3dade54fa642e6a052a,6,1159
66,13,0a13dcf23827ee09549777fbec3915cf621f9ac139ee0261799cbff46f6bc9f0,6,1204
66,13,07f39dcad33e7d2a747c1012901f4b649a0361d7977159dbd5be1bde68211730,6,1234
66,13,0956f36531ad5f7f444a4cad61eaf451ebf9bca988ad5d1e4558c18df6864849,6,1175
65,13,0095047b28638310ec3e30eb1a34f56cb4265167656c8cd719a6d290a8d81540,6,1205
66,13,0ab34f382ad0e64ee25af7b819b2a5c188aab4d2bf4f24eaf17cb491e9950289,6,1234
66,13,0ff23389d69b197e5c2ee9ec194436e06e1effdd58fe2abe0ddebfa057ea5a53,6,1193
66,13,0a2395365cbf73e645a1daff35aa4af5a053adcd347bac59d91054c70d62bdac,6,1155
66,13,085b0c874cc6495dddd7dd7f0e6735b8a1ffde0c876fa22b501adfa52825f222,6,1184
66,13,090b7319761777d18f09745a23512dcf37bee1e8042d7ad849f55e209280f903,5,1167
66,13,00ee37f6a774b75994d981e3f7dddb400e392c8e8d2d2c32d0dcef88bc86d205,6,1136
66,13,0e7e3ef3977f072d2d7ca23ac8e15802cae188e96f0c66631079bb8743bcacbb,6,1174
66,13,0dd3cd9accac3c806ee09f39469ea73c32f64d23f58e70d59781b0be9e984ece,7,1154
65,13,04190cb8b40093086758810e60d773e15a1bf2da9608ec981d14ac1129919b7b,6,1192
65,13,00ff9adfbeadadb4940595bb59757772624f5bf10acfcd1e740b84d03ed135d2,6,1161
66,13,0d27314f2623bee6ca0d4770cb1e382a726b4b64c238ff8691ec790324912368,6,1159
65,13,0cd15af0df9b42136fc17d86bc2851760acd0b9909ef302db91acaff2bcba972,6,1194
66,13,0486b1e3db17868afde9d560b7012827ee11d0c651616f39d31371abca9df05b,7,1145
66,13,0069cc6cbe0670f6de5815b82aae4786fd67dbeb9873a4be5136b4baf2006b4f,7,1185
66,13,0426059f85f7ee21e60dfe8267444c12dffd07d8cfb15adf19ab6a702ff5b6c6,6,1185
66,13,0862fda9623bf3dfbbad2502dde94476ec195f229713521ccba0fe15cfdf0a32,7,1167
66,13,0b36c9e92f4656b0dc1bd48ad7370524ae1ded333d30f8dcd8fce523bb4fa9e3,7,1178
66,13,076a7a41541b2fe76fe02c8a7dbe148f46d4731fc66003f795c77c46f110717d,7,1148
66,13,02df204adebd320a4f23ece7660f4bf2ccf6b1d46ea5ec7b98201b653e300ff8,7,1135
66,12,0db6c84a0a441acbdfa79beb48a10fed4cdc2a007ab1060611dbe71c8d8f574b,7,1205
66,14,042a244477f68c42bf874405af57d7074f1e3001b0cf823cc37ac018362a6106,6,1175
66,13,038f12c6ce9a3748ed684e1d8afc1d79329a656721d12bfa6807c0b717e59c95,6,1148
65,13,08fb07393577f5b2280156f9b4fdf4d1d7787755502b3bdb26246c59dbc323b9,6,1213
66,13,080232a607f9f75df00779479189a8bbc6dfe85e1dc28f179bb500c413ab31e1,7,1214
65,14,082fe67e9576a0dfc66501b097db3335f88322cc38a4d250aab86e9908e9b4b3,7,1154
66,13,0798bbd1b7bfe5d14938a497e04e6282d739a06235c252207d4be8163a4d870b,6,1213
66,13,0abf8c9436d2a6091e74f6de131214de15b61537172c3afb5970806a423d0053,6,1164
66,13,06773b3ff518a81fa2a473d46e2d15f9ca48711ed72611078d130507aa69fe85,6,1134
66,13,058a576e29277c535c610e4fe8b2e4cc3762e8822f3a2b900a8e2def32286a26,6,1229
66,13,03301ee31963a5c026f245e395b51eaa4bd1dc8f60fd60decafd37ed388c192d,7,1134
65,13,02611e430ecbc67ad06ea53997747952b1ef2bfc42398e43502818940929b538,6,1173
66,13,0d1a9152213837e62933f04638b9e91112ae2f8d73f3066543d3a957b483d57d,7,1204
56,14,064e28dfccdfa6e2a7686258c3d565bbb8231eb81dca7c85eb3f9f02df7b2364,7,1180
65,13,0c43fee36785a699dd002ecc392b2a5214d3b3cdba96b9b18b8d4858f95b074d,6,1154
65,13,0c245cd0d38356a24c1794b79dc1b26687619a044add4ca6b1d125a690da45c0,6,1175
66,13,0a4a33ecdb676ceabef343ea9b3c093c174404ba4118cf92a47ac76f834ea417,7,1174
65,13,01fa5cf0f8d88a1ee2e9a389de63c6b6c78204ad9b51c72112809d6dcd170124,6,1194
66,13,0f1ff377673110d444c49247496ad988a65093a6f0d708f2de11202a92160305,6,1203
66,13,07aeb1e6c97c227824dbd5730afd5e0f018684df4befc59ca27c3f83aeb0661f,6,1209
65,13,0af3c708fce1eb05048885c598c541b8aa9b491ecf7032e79fafd74a8d058f79,6,1192
66,13,0842b7427821e061a81349082f256f8505aecbd8f9c4f8d94e810d4e67e47aa5,6,1168
65,14,0a3a285494e9799cbfa2e9ae45def875b08c3879d3bc79db328517ee66835a71,6,1126
65,13,0ad248968503d8239f2b8c1275c8b52af19ad4d81176aa38e961cc3ba20192ce,6,1183
66,13,05c0be620ecc99d5f2b9b985284f4e3e8997613513de22a34a05c995303ef072,6,1165
57,13,0ff199fb5c0ef01e29186b7d3b5c19520def319095e3df914d51a21e61a46f4d,6,1165
56,13,0e0ffc8c773d54f91a1f6436e91cb5de5de6738268b3749a950596f851bdc2ec,6,1195
66,13,0449edb561e10da38ce20a7f92280d4fcdff19b859596983bd6c5953b6553cb9,7,1155
66,14,04fcf7b6604548cf39b52b02d9ccd292ad662ad6d36b75573c70466efe64879e,6,1203
66,13,07af45413809010c41d638caea92a6ed7b081c7c8bbcdc544d457c6b112fef49,6,1174
65,13,0ed77f901e9f6be5f4e96dac13ee1ef928089d5f712265b46191ca766b9f8904,6,1190
65,13,097b10a17cdaae3e924e7d2faf30804dae7e5a5bb14ff0f1b05cf864cac86b65,6,1174
66,13,026cd4000482acbf642ab1a1828fb32d7d9afb9ab2a23eade91fc90e9cf7ccec,7,1205
66,13,019c4c47339a0c49ded3829c7df54dc04eddd76f4892f7473352f5b91e2cbd22,6,1125
66,13,03aaebed026d7c45b49fc8a6e68cb820f7b4d1e4f4caac784038bab23046a4e7,6,1262
66,13,023762f266c4657fcdec6e863c7938abccbbb4fd5903192707920263914a0a2b,6,1124
66,14,009420c13811b36c2403114b6785b63abab48f04c9aeb81515b048da6683b9fa,6,1136
65,12,0c14724c90e36517173eb767b3f1359d904bfc93011e24c3caa53748ce692404,6,1213
66,13,0d8948abc217f50ad77f941e432d4183a24a5b636544c61801da54bae275ba5d,6,1174
66,13,0c8286a73e07932638378343841bf53bd721a69dcdaf050e2ae004702d5989c4,6,1194
65,13,0ef2da21152c9fff1c3495b925396ab414422cf20e6ef32c35a2dbc7c56ffa1d,7,1234
65,13,09bc11db1a48b922cc176f77d4584d213a386fb718968ff0affb28f2cb54257a,6,1214
65,13,0e98b589c5d3b68e021715319ffcd7b977fc26f5d50b868a96f08ba714e21995,6,1195
66,13,0b2c5f3d92e0d9739346c45fe66ef0035a69b28af1f0ff98459bd43097789290,6,1164
66,13,0e80ed4ab2eac23cc61489a67ad37645f3f3381df7a597442d5e028078d5ddcf,6,1190
65,13,0d313f4821f1d48c2a41f420db2ccee048a29d0433df69daf8eb3e8df8d5479e,6,1205
66,13,0da07c3985c570d423d6da77b8a2d4de95c1cf76cca1a818222ad0532f5c097d,6,1195
66,13,0222fdebfc8e0982e565fe8f50cfba69af04d223c580dd92e71b8484fb0a3993,7,1184
65,13,0a231b8768b7c29c73703235afc03699e69c25bfb1fc468c814e51c545642a79,7,1184
66,13,02962c8776d2231da9f7052578f215acac13cd8fd07c0517ad7e1d3d08b2b031,6,1204
66,13,0f901714d1335a5bbcf05be7e75699fec6c8e62b0a8501a923037685d3d0fe45,6,1192
66,13,06bcb7d774c45819886b47a0f9f90887d85824d9c7ef675b4600ec4439ea824e,6,1204
66,13,0927f3bdfdc85e2245181bec2b81b3a76d424e6d582acea9a6966960d70866d2,6,1194
56,13,04f232a8522214fe263e737507ef0b3ae0638c6a6828f5d7ae7bec5ee1835ad6,6,1165
66,13,0a04e5162b7daabc58bd2c5692ce4d57fe27bb91ccf88dcaebc23fc38bbc9c0c,6,1164
57,13,079bca01fac838013c7ed75eb08bb85263f3c4b9ec90501bfa0a3c38f11f5266,7,1185
66,13,066f87312007765ca9dacf8faeddfa21cd910edb88d50a87c7054c86d6293db3,6,1233
65,14,08a312edac3e4b5e1da14f453cddcaf74b38a6e0bccb691f75cd680e52a11ec6,6,1125
65,13,0d22c08efd020646fbe72d27eeb477f6b772b76809ae727d73de60a8bebc27e7,6,1206
65,13,030e73640b914049e35e5f463979bed90592d2d097755ba79fc568ac93ed7d2f,6,1214
65,13,0287fcb13ee965727c10240ff10f035de724ad4b761ddc75eea3b193f2136960,6,1195
66,13,096f90c69d7d5f08e052e637371a1b38d5ba08992aa22e017b619542ae12a7c6,7,1155
66,13,0754528bdd9d8befb7a5d9de909237a61e3692db006a3d9c6c8bb77b770e3baf,6,1204
67,13,06aba33c85df4b65ae05c9a95f6e203b0a6fe3b0e22b48eb9866290939845926,7,1168
66,12,099f106fa893462ae89fb02d986d08984966808c401f21bfd8319cd3a1374bdb,5,1134
66,13,08e47dd622171a56e3fe4c16fe10b612db2f06516a62ff57a2138671ecf4a549,6,1174
66,13,0f0e223dc9d1420a26659ed7aff7c92a1319b586a456a8ce8729b1b7a3345506,6,1184
65,14,065c3a58080e011225011b36e5de7aaa669c6d6422b6ddeca04ae784457362f5,7,1105
66,13,09cb924a2a685afeb1f4cfb7e02ca082244cb94983754cb0ec317cad3be90cfb,7,1146
56,13,0a8636cae79256aca3199f949df20072af9155e86404037515891154aeac8576,6,1194
66,13,09ceb10c92cfa0665a9e1d016753377930ce726fe515cc2189ce2bc029dac4f0,6,1125
66,13,09f00e130ed0c10dcb043a424eb294c1acbf4f454861a044c533b6906cbf026b,6,1186
66,13,0cf06831c270377bdd07d043985f17c9cba48a08e22abd5495a0fe3d3c025296,7,1164
66,13,016ea7f550df8146bed10892d686fa871dff41aa78804def24f913c33761f3c2,6,1185
66,13,00f6b7292c79486009a18aaa104d4377d51b163e846a7db2ea046863d2a69ca7,7,1164
66,13,0b5702c1c6ca2b448087bd5595d564f50b0d84e738aefbdbf3202930757dd48a,7,1145
65,13,06b2627474686277bee75499afa2b6f951e896133d01c2f6f9269d6189fc7c34,6,1134
66,13,0308915a0b7b4ae0831f405af98b9f8b39ecf0241b5a1b180620ef2bbe93a174,6,1175
66,13,00988f57a422d9f7261d9fe24f590b68c06ea3673bb0ae9bcf3e237ec6e1b0fd,7,1175
66,13,0879adf10583177cfce53839b9fc2d1110b3c816af1a814d6bd187ba562aed11,6,1214
66,14,000efeb31d4d516092a7029d747882fdd5ae98778130988a661e575a16b09c72,6,1164
66,13,08d223cce3e25c850e68452512aff7cc2defd87a4a7ea20a98b8686908ba2030,6,1223
66,13,04f85e3344fbe9443b37fe7ef36304506ae878e1104955600c2ae6815906915e,6,1204
66,13,07c7d6507bebbd2888b3c242e8a6396646531bd9765a30a41bc45bc0d7833672,6,1195
56,13,0e466da3f2996ac3c0e7c65aacff2c3267fd80124714bf85f5f90eecb7aca855,6,1125
66,13,060d8e175822e6aae6514ba7b36b547f475762ae11781a7572dd703c665afaed,7,1194
66,13,01e81f2e7a91621a17339a42fd280a8d33061571eff018916ebee8d22e5303d2,6,1173
66,13,06c7e7ce9c79e0e9a3d4fabfb88215c33b433f5ca955fd32b8bde6190894e6c8,7,1193
65,13,0b99eb5c81f53eecdf89d2a46af60c709bb654290abae40c952e55ba687000b4,7,1175
65,13,0eced6e1d697a4c0a9ad309a0f6173c3a5a0d1d1624f90d2fbebf7c103ab0bce,6,1173
65,13,0d63c70da41372a4614c460e171114d85c58dd238adca2b2dc87369874f4e337,6,1184
